,lat,lon,name,NumberOfProjects,text
658,52.0395854,8.53336271161138,Dr. August Wolff GmbH & Co. KG Arzneimittel,1.0,Institute: Dr. August Wolff GmbH & Co. KG Arzneimittel with 1 project(s)
659,52.1014154,11.620222300000002,Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Standort Magdeburg,1.0,Institute: Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Standort Magdeburg with 1 project(s)
660,52.1014154,11.620222300000002,Otto-von-Guericke-Universität Magdeburg Medizinische Fakultät,1.0,Institute: Otto-von-Guericke-Universität Magdeburg Medizinische Fakultät with 1 project(s)
661,52.1014154,11.620222300000002,Universitätsklinikum Magdeburg AöR,9.0,Institute: Universitätsklinikum Magdeburg AöR with 9 project(s)
662,52.10184835,11.6109962125859,Leibniz-Institut für Neurobiologie (LIN),6.0,Institute: Leibniz-Institut für Neurobiologie (LIN) with 6 project(s)
663,52.1281065,11.6594791,Landesarchiv Sachsen-Anhalt (LASA),1.0,Institute: Landesarchiv Sachsen-Anhalt (LASA) with 1 project(s)
664,52.13856265,11.6534567460598,Max-Planck-Institut für Dynamik komplexer technischer Systeme,1.0,Institute: Max-Planck-Institut für Dynamik komplexer technischer Systeme with 1 project(s)
665,52.1401298,11.675776930317301,Hochschule Magdeburg-Stendal,3.0,Institute: Hochschule Magdeburg-Stendal with 3 project(s)
666,52.140589399999996,11.645582300000001,Otto-von-Guericke-Universität Magdeburg,177.0,Institute: Otto-von-Guericke-Universität Magdeburg with 177 project(s)
667,52.140589399999996,11.645582300000001,Otto-von-Guericke-Universität Magdeburg Institut für Experimentelle Physik,1.0,Institute: Otto-von-Guericke-Universität Magdeburg Institut für Experimentelle Physik with 1 project(s)
668,52.14240365,9.95797754886225,Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen,7.0,Institute: Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen with 7 project(s)
669,52.171665999999995,13.4728875,Brandenburgisches Landesamt für Denkmalpflege und Archäologisches Landesmuseum,2.0,Institute: Brandenburgisches Landesamt für Denkmalpflege und Archäologisches Landesmuseum with 2 project(s)
670,52.176711499999996,10.548210636180901,Ostfalia Hochschule für angewandte Wissenschaften - Hochschule Braunschweig/Wolfenbüttel -,2.0,Institute: Ostfalia Hochschule für angewandte Wissenschaften - Hochschule Braunschweig/Wolfenbüttel - with 2 project(s)
671,52.1850655,7.849294199999999,Windmöller & Hölscher KG,1.0,Institute: Windmöller & Hölscher KG with 1 project(s)
672,52.21105285,10.5324938883877,Helmholtz-Zentrum für Infektionsforschung (HZI),15.0,Institute: Helmholtz-Zentrum für Infektionsforschung (HZI) with 15 project(s)
673,52.2123363,10.5297274,Eberhard Karls Universität Tübingen Universitätsbibliothek,9.0,Institute: Eberhard Karls Universität Tübingen Universitätsbibliothek with 9 project(s)
674,52.2123363,10.5297274,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,2.0,Institute: Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH with 2 project(s)
675,52.2575439,10.502520391684001,Hochschule für Bildende Künste Braunschweig,1.0,Institute: Hochschule für Bildende Künste Braunschweig with 1 project(s)
676,52.2603797,10.5515179,Bildungshaus Schulbuchverlage Westermann Schroedel Diesterweg Schöningh Winklers GmbH,1.0,Institute: Bildungshaus Schulbuchverlage Westermann Schroedel Diesterweg Schöningh Winklers GmbH with 1 project(s)
677,52.26368385,10.532655405502599,Herzog Anton Ulrich-Museum - Kunstmuseum des Landes Niedersachsen,1.0,Institute: Herzog Anton Ulrich-Museum - Kunstmuseum des Landes Niedersachsen with 1 project(s)
678,52.2681972,10.5109189,Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung,1.0,Institute: Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung with 1 project(s)
679,52.2727419,7.7154204,Stadtarchiv Ibbenbüren,1.0,Institute: Stadtarchiv Ibbenbüren with 1 project(s)
680,52.2729995,10.5251845,Technische Universität Braunschweig Carl-Friedrich-Gauß-Fakultät Institut für Betriebssysteme und Rechnerverbund,1.0,Institute: Technische Universität Braunschweig Carl-Friedrich-Gauß-Fakultät Institut für Betriebssysteme und Rechnerverbund with 1 project(s)
681,52.2736706,10.5296817,Technische Universität Braunschweig,223.0,Institute: Technische Universität Braunschweig with 223 project(s)
682,52.274050200000005,10.529265069004301,Technische Universität Braunschweig Universitätsbibliothek,6.0,Institute: Technische Universität Braunschweig Universitätsbibliothek with 6 project(s)
683,52.27572070000001,8.0221501,Hochschule Osnabrück,8.0,Institute: Hochschule Osnabrück with 8 project(s)
684,52.2847053,8.025103999999999,Universität Osnabrück Fachbereich Physik,1.0,Institute: Universität Osnabrück Fachbereich Physik with 1 project(s)
685,52.29505775,10.457762780150501,Physikalisch-Technische Bundesanstalt (PTB),8.0,Institute: Physikalisch-Technische Bundesanstalt (PTB) with 8 project(s)
686,52.2966385,10.541020300000001,Fraunhofer-Institut für Schicht- und Oberflächentechnik IST,1.0,Institute: Fraunhofer-Institut für Schicht- und Oberflächentechnik IST with 1 project(s)
687,52.3140753,10.548725,Technische Universität Braunschweig Niedersächsisches Forschungszentrum für Luftfahrt (NFL),1.0,Institute: Technische Universität Braunschweig Niedersächsisches Forschungszentrum für Luftfahrt (NFL) with 1 project(s)
688,52.3150265,10.5676538255373,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Aerodynamik und Strömungstechnik,2.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Aerodynamik und Strömungstechnik with 2 project(s)
689,52.3150265,10.5676538255373,Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Standort Braunschweig,1.0,Institute: Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Standort Braunschweig with 1 project(s)
690,52.31828275,13.628458309267199,Technische Hochschule Wildau,4.0,Institute: Technische Hochschule Wildau with 4 project(s)
691,52.3211682,9.814874699999999,Hochschule Hannover,2.0,Institute: Hochschule Hannover with 2 project(s)
692,52.323222799999996,9.783407400000002,Troester GmbH & Co. KG,1.0,Institute: Troester GmbH & Co. KG with 1 project(s)
693,52.342863200000004,14.5534576,Europa-Universität Viadrina Frankfurt (Oder),2.0,Institute: Europa-Universität Viadrina Frankfurt (Oder) with 2 project(s)
694,52.342863200000004,14.5534576,Europa-Universität Viadrina Frankfurt (Oder) Universitätsbibliothek,1.0,Institute: Europa-Universität Viadrina Frankfurt (Oder) Universitätsbibliothek with 1 project(s)
695,52.342863200000004,14.5534576,Herzog August Bibliothek Wolfenbüttel,10.0,Institute: Herzog August Bibliothek Wolfenbüttel with 10 project(s)
696,52.3456192,13.632978699999999,Deutsches Elektronen-Synchrotron (DESY) Standort Zeuthen,3.0,Institute: Deutsches Elektronen-Synchrotron (DESY) Standort Zeuthen with 3 project(s)
697,52.34843735,13.105789155679199,Deutsches Institut für Ernährungsforschung Potsdam-Rehbrücke (DIFE),3.0,Institute: Deutsches Institut für Ernährungsforschung Potsdam-Rehbrücke (DIFE) with 3 project(s)
698,52.35446235,9.797956520842801,Rheinische Friedrich-Wilhelms-Universität Bonn Universitäts- und Landesbibliothek Bonn,5.0,Institute: Rheinische Friedrich-Wilhelms-Universität Bonn Universitäts- und Landesbibliothek Bonn with 5 project(s)
699,52.35446235,9.797956520842801,Stiftung Tierärztliche Hochschule Hannover,7.0,Institute: Stiftung Tierärztliche Hochschule Hannover with 7 project(s)
700,52.35446235,9.797956520842801,Stiftung Tierärztliche Hochschule Hannover Hochschulbibliothek,5.0,Institute: Stiftung Tierärztliche Hochschule Hannover Hochschulbibliothek with 5 project(s)
701,52.35446235,9.797956520842801,Universität des Saarlandes Saarländische Universitäts- und Landesbibliothek,4.0,Institute: Universität des Saarlandes Saarländische Universitäts- und Landesbibliothek with 4 project(s)
702,52.36534685,9.73088313400406,Gottfried Wilhelm Leibniz Bibliothek Niedersächsische Landesbibliothek,2.0,Institute: Gottfried Wilhelm Leibniz Bibliothek Niedersächsische Landesbibliothek with 2 project(s)
703,52.3696446,9.730429645592881,Niedersächsisches Landesarchiv,3.0,Institute: Niedersächsisches Landesarchiv with 3 project(s)
704,52.3705826,9.7733886,Solvay Flour GmbH SFLU-SBURA,1.0,Institute: Solvay Flour GmbH SFLU-SBURA with 1 project(s)
705,52.3780361,9.723642300000002,Gottfried Wilhelm Leibniz Universität Hannover Wirtschaftswissenschaftliche Fakultät Institut für Produktionswirtschaft,1.0,Institute: Gottfried Wilhelm Leibniz Universität Hannover Wirtschaftswissenschaftliche Fakultät Institut für Produktionswirtschaft with 1 project(s)
706,52.3806374,13.0642063,Helmholtz-Zentrum Potsdam - Deutsches GeoForschungsZentrum (GFZ),10.0,Institute: Helmholtz-Zentrum Potsdam - Deutsches GeoForschungsZentrum (GFZ) with 10 project(s)
707,52.3806374,13.0642063,Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum (GFZ) Department 2 Sektion 2.6: Erdbebengefährdung und dynamische Risiken,1.0,Institute: Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum (GFZ) Department 2 Sektion 2.6: Erdbebengefährdung und dynamische Risiken with 1 project(s)
708,52.3806374,13.0642063,Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum (GFZ) Department 4 Sektion 4.3: Chemie und Physik der Geomaterialien,1.0,Institute: Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum (GFZ) Department 4 Sektion 4.3: Chemie und Physik der Geomaterialien with 1 project(s)
709,52.3806374,13.0642063,Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum (GFZ) Department 5 Sektion 5.4: Hydrologie,1.0,Institute: Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum (GFZ) Department 5 Sektion 5.4: Hydrologie with 1 project(s)
710,52.382033899999996,9.72026124672565,Gottfried Wilhelm Leibniz Universität Hannover,344.0,Institute: Gottfried Wilhelm Leibniz Universität Hannover with 344 project(s)
711,52.382033899999996,9.72026124672565,Technische Informationsbibliothek (TIB),11.0,Institute: Technische Informationsbibliothek (TIB) with 11 project(s)
712,52.3829791,9.8097679,Medizinische Hochschule Hannover Klinik und Poliklinik für Hals-Nasen-Ohrenheilkunde Deutsches HörZentrum Hannover,1.0,Institute: Medizinische Hochschule Hannover Klinik und Poliklinik für Hals-Nasen-Ohrenheilkunde Deutsches HörZentrum Hannover with 1 project(s)
713,52.3831782,9.807295,Medizinische Hochschule Hannover,285.0,Institute: Medizinische Hochschule Hannover with 285 project(s)
714,52.3831782,9.807295,Medizinische Hochschule Hannover Zentrum Pharmakologie und Toxikologie Institut für Pharmakologie,1.0,Institute: Medizinische Hochschule Hannover Zentrum Pharmakologie und Toxikologie Institut für Pharmakologie with 1 project(s)
715,52.387199,9.797474900000001,Fraunhofer-Institut für Toxikologie und Experimentelle Medizin (ITEM),4.0,Institute: Fraunhofer-Institut für Toxikologie und Experimentelle Medizin (ITEM) with 4 project(s)
716,52.387387700000005,9.801435909052769,TWINCORE Zentrum für Experimentelle und Klinische Infektionsforschung GmbH,2.0,Institute: TWINCORE Zentrum für Experimentelle und Klinische Infektionsforschung GmbH with 2 project(s)
717,52.38837645,9.71086567581802,Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut) Standort Hannover,2.0,Institute: Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut) Standort Hannover with 2 project(s)
718,52.3909149,8.6196029,HARTING Applied Technologies GmbH,1.0,Institute: HARTING Applied Technologies GmbH with 1 project(s)
719,52.393372799999995,13.131910636107,Hasso-Plattner-Institut für Digital Engineering gGmbH,1.0,Institute: Hasso-Plattner-Institut für Digital Engineering gGmbH with 1 project(s)
720,52.399684,13.0583665,3D RealityMaps GmbH,1.0,Institute: 3D RealityMaps GmbH with 1 project(s)
721,52.4005667,13.239396247141302,Hielscher Ultrasonics GmbH,1.0,Institute: Hielscher Ultrasonics GmbH with 1 project(s)
722,52.40156385,13.009350707436399,Universität Potsdam,104.0,Institute: Universität Potsdam with 104 project(s)
723,52.40549135,13.2932268030789,Helmholtz-Zentrum Geesthacht Zentrum für Material- und Küstenforschung Institut für Biomaterialforschung (Teltow),1.0,Institute: Helmholtz-Zentrum Geesthacht Zentrum für Material- und Küstenforschung Institut für Biomaterialforschung (Teltow) with 1 project(s)
724,52.409394299999995,13.1322093,Helmholtz-Zentrum Berlin für Materialien und Energie,10.0,Institute: Helmholtz-Zentrum Berlin für Materialien und Energie with 10 project(s)
725,52.41021575,12.5376801951321,Technische Hochschule Brandenburg,1.0,Institute: Technische Hochschule Brandenburg with 1 project(s)
726,52.4123583,13.0507485485734,Fachhochschule Potsdam,1.0,Institute: Fachhochschule Potsdam with 1 project(s)
727,52.412566,12.967227523555099,Fraunhofer-Institut für Zelltherapie und Immunologie (IZI) Außenstelle Bioanalytik und Bioprozesse Arbeitsgebiet Zelluläre Biotechnologie und Biochips,1.0,Institute: Fraunhofer-Institut für Zelltherapie und Immunologie (IZI) Außenstelle Bioanalytik und Bioprozesse Arbeitsgebiet Zelluläre Biotechnologie und Biochips with 1 project(s)
728,52.4136811,12.967514999999999,Fraunhofer-Institut für Angewandte Polymerforschung (IAP),1.0,Institute: Fraunhofer-Institut für Angewandte Polymerforschung (IAP) with 1 project(s)
729,52.41460645,12.9694491786783,Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut),4.0,Institute: Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut) with 4 project(s)
730,52.41460645,12.9694491786783,Max-Planck-Institut für Kolloid- und Grenzflächenforschung Wissenschaftspark Potsdam-Golm,10.0,Institute: Max-Planck-Institut für Kolloid- und Grenzflächenforschung Wissenschaftspark Potsdam-Golm with 10 project(s)
731,52.41460645,12.9694491786783,Max-Planck-Institut für molekulare Pflanzenphysiologie (MPI-MP),4.0,Institute: Max-Planck-Institut für molekulare Pflanzenphysiologie (MPI-MP) with 4 project(s)
732,52.414749,9.631555511675689,Laser Zentrum Hannover e.V. (LZH),13.0,Institute: Laser Zentrum Hannover e.V. (LZH) with 13 project(s)
733,52.4150866,9.63324227912509,IPH - Institut für Integrierte Produktion Hannover,2.0,Institute: IPH - Institut für Integrierte Produktion Hannover with 2 project(s)
734,52.417537100000004,13.063346300000001,Theodor-Fontane-Archiv,4.0,Institute: Theodor-Fontane-Archiv with 4 project(s)
735,52.4176515,9.6381268,Continental AG Werk Stöcken,1.0,Institute: Continental AG Werk Stöcken with 1 project(s)
736,52.4176515,9.6381268,Continental Reifen Deutschland GmbH,1.0,Institute: Continental Reifen Deutschland GmbH with 1 project(s)
737,52.4262729,9.616969099999999,Gottfried Wilhelm Leibniz Universität Hannover Produktionstechnisches Zentrum Hannover Institut für Werkstoffkunde,1.0,Institute: Gottfried Wilhelm Leibniz Universität Hannover Produktionstechnisches Zentrum Hannover Institut für Werkstoffkunde with 1 project(s)
738,52.4262729,9.616969099999999,Gottfried Wilhelm Leibniz Universität Hannover Produktionstechnisches Zentrum Institut für Fertigungstechnik und Werkzeugmaschinen (IFW),1.0,Institute: Gottfried Wilhelm Leibniz Universität Hannover Produktionstechnisches Zentrum Institut für Fertigungstechnik und Werkzeugmaschinen (IFW) with 1 project(s)
739,52.4262729,9.616969099999999,Gottfried Wilhelm Leibniz Universität Hannover Produktionstechnisches Zentrum Institut für Umformtechnik und Umformmaschinen,1.0,Institute: Gottfried Wilhelm Leibniz Universität Hannover Produktionstechnisches Zentrum Institut für Umformtechnik und Umformmaschinen with 1 project(s)
740,52.42711345,13.356020080591199,Freie Universität Berlin Institut für Geologische Wissenschaften,1.0,Institute: Freie Universität Berlin Institut für Geologische Wissenschaften with 1 project(s)
